gene_combination_unordered,gene_a,gene_b,ko_a_in_wt,ko_a_in_wt_bootstrap_median,ko_a_in_wt_bootstrap_mean,ko_a_in_wt_97.5P,ko_a_in_wt_2.5P,ko_a_in_wt_pvalue_twoside,ko_b_in_wt,ko_b_in_wt_bootstrap_median,ko_b_in_wt_bootstrap_mean,ko_b_in_wt_97.5P,ko_b_in_wt_2.5P,ko_b_in_wt_pvalue_twoside,ko_a_in_b_ko,ko_a_in_b_ko_bootstrap_median,ko_a_in_b_ko_bootstrap_mean,ko_a_in_b_ko_97.5P,ko_a_in_b_ko_2.5P,ko_a_in_b_ko_pvalue_twoside,ko_b_in_a_ko,ko_b_in_a_ko_bootstrap_median,ko_b_in_a_ko_bootstrap_mean,ko_b_in_a_ko_97.5P,ko_b_in_a_ko_2.5P,ko_b_in_a_ko_pvalue_twoside,observed_double_ko,observed_double_ko_bootstrap_median,observed_double_ko_bootstrap_mean,observed_double_ko_97.5P,observed_double_ko_2.5P,observed_double_ko_pvalue_twoside,expected_double_ko,expected_double_ko_bootstrap_median,expected_double_ko_bootstrap_mean,expected_double_ko_97.5P,expected_double_ko_2.5P,expected_double_ko_pvalue_twoside,epistasis,epistasis_bootstrap_median,epistasis_bootstrap_mean,epistasis_97.5P,epistasis_2.5P,epistasis_pvalue_twoside,epistasis_pvalue_twoside_FDR,Mouse_genotype
Mga_Safe_Tet2,Mga,Tet2,0.1172197158587858,0.12092169307850732,0.11871158598570836,0.4089738907918326,-0.1831450711948408,0.43599999999999994,-0.0805222467724701,-0.08041276452490005,-0.0787744055896065,0.14871885701787574,-0.2874801953439888,0.456,0.09401564628079988,0.08822438475860547,0.08918074627831192,0.3305651452005402,-0.18730656952961214,0.47,-0.10372631635045601,-0.11123963532073541,-0.10830524529700292,0.23631384307522996,-0.4340820285312199,0.538,0.013493399508329788,0.006924314832639142,0.010406340688705428,0.18835083131989494,-0.16493308987579144,0.9279999999999999,0.0366974690863157,0.04434145870455339,0.039937180396101855,0.37757073064372076,-0.32164585497880255,0.802,-0.023204069577985913,-0.03747774129875864,-0.029530839707396433,0.3711484439673588,-0.36176147900128364,0.832,0.9759999999999999,KT
Mga_Safe_Trp53,Mga,Trp53,0.1172197158587858,0.12092169307850732,0.11871158598570836,0.4089738907918326,-0.1831450711948408,0.43599999999999994,-0.15759607396434708,-0.16262216087103054,-0.15841032371816766,0.09346783650754542,-0.41127721869848893,0.24,0.12646676724460043,0.13124899541031076,0.12779811126853347,0.3954170001999756,-0.14362108295230563,0.3720000000000001,-0.14834902257853244,-0.15321934636242396,-0.14932379843534255,0.16587985878152195,-0.4689827066582971,0.364,-0.031129306719746654,-0.03146311295842345,-0.03061221244963422,0.13367806412754693,-0.20905525378336645,0.73,-0.04037635810556128,-0.0482513285634515,-0.03969873773245932,0.3988691213366064,-0.46274643612957495,0.858,0.00924705138581463,0.012563374675883407,0.009086525282825109,0.4002148375332915,-0.4132046956043948,0.9339999999999999,0.9759999999999999,KT
Mga_Safe_Tsc2,Mga,Tsc2,0.1172197158587858,0.12092169307850732,0.11871158598570836,0.4089738907918326,-0.1831450711948408,0.43599999999999994,0.12987473939800612,0.11769275063413796,0.11066100456441587,0.3356432340871192,-0.1285144300576055,0.3979999999999999,-0.15498750188479526,-0.13015871788652006,-0.12881830222428206,0.19006072523269524,-0.43391268541870287,0.406,-0.14233247834557494,-0.1429703929734143,-0.13686888364557456,0.1808903223690549,-0.44647402611955533,0.424,-0.025112762486789137,-0.017037524236379716,-0.01815729765986621,0.21839032455995339,-0.25777740903657137,0.88,0.2470944552567919,0.2281406965881113,0.2293725905501242,0.6080647593142438,-0.15237803198910707,0.252,-0.27220721774358103,-0.2442036165138934,-0.24752988820999045,0.13879071981892394,-0.6364430190182004,0.228,0.8759999999999999,KT
Rb1_Rbm10_Safe,Rb1,Rbm10,0.20449397022943375,0.18772565277296982,0.19150620221399867,0.525591429624765,-0.14527570501118667,0.256,-0.040853022115509216,-0.03689192781867488,-0.040251086439985255,0.18115561012829814,-0.2821131136542363,0.738,0.16996446342399735,0.15992197784226345,0.15905646375613247,0.42004753521163846,-0.10267376391663083,0.24,-0.07538252892094563,-0.0773122454536925,-0.07270082489785142,0.25327842334671813,-0.40546001793305,0.668,0.12911144130848812,0.11697421890069999,0.11880537731614722,0.321422330853034,-0.07367222197012042,0.272,0.16364094811392454,0.152650382421376,0.1512551157740134,0.6124754204231403,-0.288546518791222,0.524,-0.03452950680543643,-0.025961817123956066,-0.03244973845786616,0.39229431480678856,-0.46001287718782,0.912,0.9759999999999999,KT
Rb1_Safe_Tet2,Rb1,Tet2,0.20449397022943375,0.18772565277296982,0.19150620221399867,0.525591429624765,-0.14527570501118667,0.256,-0.0805222467724701,-0.08041276452490005,-0.0787744055896065,0.14871885701787574,-0.2874801953439888,0.456,-0.016301730533789943,-0.014933886844253294,-0.018774153162050437,0.2463654361827882,-0.3023099953943137,0.916,-0.3013179475356938,-0.2792892707823237,-0.2890547609656556,0.0470989686681698,-0.6450199670828691,0.116,-0.09682397730626004,-0.09813393438711737,-0.09754855875165692,0.06786016349081414,-0.26633223349445423,0.272,0.12397172345696365,0.10268938809626493,0.11273179662439216,0.5253273720145216,-0.25951667370269343,0.548,-0.2207957007632237,-0.2068027709496571,-0.2102803553760491,0.1817672680339514,-0.6408076036045189,0.292,0.8759999999999999,KT
Rb1_Safe_Trp53,Rb1,Trp53,0.20449397022943375,0.18772565277296982,0.19150620221399867,0.525591429624765,-0.14527570501118667,0.256,-0.15759607396434708,-0.16262216087103054,-0.15841032371816766,0.09346783650754542,-0.41127721869848893,0.24,0.18261312816150013,0.1762279730877468,0.17860304581589143,0.5183674151557978,-0.16973264226564197,0.33000000000000007,-0.1794769160322807,-0.17874374811093646,-0.1713134801162749,0.2194069264750576,-0.5376552173076067,0.362,0.025017054197153058,0.019041544861568154,0.020192722097723752,0.24275418445905791,-0.18945557730746304,0.8520000000000001,0.04689789626508667,0.024004364470968292,0.03309587849583098,0.5306545978987312,-0.4533762325402271,0.9179999999999999,-0.02188084206793361,-0.019059975775806717,-0.012903156398107232,0.5272943605945862,-0.5376999195968089,0.95,0.9759999999999999,KT
Rb1_Safe_Tsc2,Rb1,Tsc2,0.20449397022943375,0.18772565277296982,0.19150620221399867,0.525591429624765,-0.14527570501118667,0.256,0.12987473939800612,0.11769275063413796,0.11066100456441587,0.3356432340871192,-0.1285144300576055,0.3979999999999999,-0.17458616230744842,-0.1640682287875846,-0.16414048775336254,0.07985302294152745,-0.41996545673290325,0.176,-0.24920539313887605,-0.24394259209174746,-0.24498568540294532,0.07332541794977535,-0.5750116695953983,0.146,-0.04471142290944231,-0.052832501239935506,-0.053479483188946686,0.1113211289066043,-0.24117935210797503,0.528,0.33436870962743986,0.29317571773104434,0.3021672067784145,0.7451618675736971,-0.15929604692919352,0.19599999999999995,-0.37908013253688216,-0.35000339655483337,-0.3556466899673612,0.07749226342288519,-0.7685469522335039,0.1,0.8759999999999999,KT
Rbm10_Safe_Tet2,Rbm10,Tet2,-0.040853022115509216,-0.03689192781867488,-0.040251086439985255,0.18115561012829814,-0.2821131136542363,0.738,-0.0805222467724701,-0.08041276452490005,-0.0787744055896065,0.14871885701787574,-0.2874801953439888,0.456,0.2272648048183697,0.22755607356366656,0.2198433150555856,0.49441350095025577,-0.1033693519291482,0.1379999999999999,0.18759558016140881,0.17393574434922973,0.1813199959059644,0.43348120382415345,-0.056328702319469015,0.1359999999999999,0.14674255804589958,0.14243025613140192,0.1410689094659791,0.32816646143186423,-0.05285593390599259,0.1499999999999999,-0.12137526888797931,-0.11788271500004527,-0.11902549202959176,0.17901076345264594,-0.4201177520434212,0.426,0.26811782693387887,0.2551931121804233,0.2600944014955709,0.5751986103480596,-0.054775686048605395,0.10400000000000009,0.8759999999999999,KT
Rbm10_Safe_Trp53,Rbm10,Trp53,-0.040853022115509216,-0.03689192781867488,-0.040251086439985255,0.18115561012829814,-0.2821131136542363,0.738,-0.15759607396434708,-0.16262216087103054,-0.15841032371816766,0.09346783650754542,-0.41127721869848893,0.24,0.2080745047299454,0.2012036085803402,0.20357338941792863,0.47816087552919917,-0.09500910949504858,0.15399999999999991,0.09133145288110756,0.08657173204027596,0.08541415213974625,0.325176273579236,-0.1382358227868445,0.46199999999999997,0.05047843076559833,0.042166793316332205,0.045163065699760994,0.19191987553166062,-0.10446876834982347,0.538,-0.19844909607985628,-0.19826906802331645,-0.19866141015815295,0.18355934213500208,-0.6192692109583162,0.342,0.2489275268454546,0.2459813154533303,0.24382447585791395,0.6499751006423313,-0.1370578096893823,0.22599999999999998,0.8759999999999999,KT
Rbm10_Safe_Tsc2,Rbm10,Tsc2,-0.040853022115509216,-0.03689192781867488,-0.040251086439985255,0.18115561012829814,-0.2821131136542363,0.738,0.12987473939800612,0.11769275063413796,0.11066100456441587,0.3356432340871192,-0.1285144300576055,0.3979999999999999,-0.031411817587144536,-0.02490145126986086,-0.020371984914165538,0.24441059800726642,-0.24137628708701167,0.842,0.1393159439263708,0.1303464532150923,0.13054010609023559,0.3762504946770852,-0.11378133434336475,0.32600000000000007,0.09846292181086158,0.08863050067043536,0.09028901965025031,0.2870057226645819,-0.09482465959371925,0.3720000000000001,0.0890217172824969,0.0749541093919935,0.0704099181244306,0.4314231454915847,-0.30496330091498913,0.706,0.00944120452836468,0.017664732509477435,0.01987910152581972,0.37864830191173743,-0.30406467302424944,0.9219999999999999,0.9759999999999999,KT
Safe_Tet2_Trp53,Tet2,Trp53,-0.0805222467724701,-0.08041276452490005,-0.0787744055896065,0.14871885701787574,-0.2874801953439888,0.456,-0.15759607396434708,-0.16262216087103054,-0.15841032371816766,0.09346783650754542,-0.41127721869848893,0.24,0.23630658937770166,0.22623603539941448,0.22726219933198494,0.4994062234619634,-0.04234366876953513,0.10400000000000009,0.15923276218582466,0.15624439786865807,0.14762628120342375,0.43881179963401123,-0.20024738668676842,0.3600000000000001,0.07871051541335457,0.06861226132931272,0.06885187561381727,0.2710943334314557,-0.13609276621102817,0.498,-0.23811832073681716,-0.23770715589914115,-0.23718472930777418,0.07139360959034081,-0.5434674984506472,0.146,0.3168288361501717,0.2987567923031844,0.30603660492159146,0.6643933135023112,-0.037125297159819895,0.07800000000000007,0.8759999999999999,KT
Safe_Tet2_Tsc2,Tet2,Tsc2,-0.0805222467724701,-0.08041276452490005,-0.0787744055896065,0.14871885701787574,-0.2874801953439888,0.456,0.12987473939800612,0.11769275063413796,0.11066100456441587,0.3356432340871192,-0.1285144300576055,0.3979999999999999,-0.009482092666749986,0.00025850707212113355,0.00125811056197572,0.28119216384604184,-0.2530736508331613,0.996,0.2009148935037262,0.19187417164191048,0.1906935207159981,0.4533977485691739,-0.0715409775245743,0.16599999999999993,0.12039264673125613,0.11464053475965694,0.11191911512639158,0.2907012299193573,-0.07078106167643265,0.21999999999999997,0.049352492625536024,0.021944419687626907,0.03188659897480937,0.35532768330997616,-0.25676601116670705,0.8600000000000001,0.07104015410572011,0.08935173704750833,0.08003251615158222,0.3769654147111397,-0.23193159539064645,0.5960000000000001,0.9759999999999999,KT
Safe_Trp53_Tsc2,Trp53,Tsc2,-0.15759607396434708,-0.16262216087103054,-0.15841032371816766,0.09346783650754542,-0.41127721869848893,0.24,0.12987473939800612,0.11769275063413796,0.11066100456441587,0.3356432340871192,-0.1285144300576055,0.3979999999999999,-0.16309201391601255,-0.1448599027994389,-0.14393327004658588,0.14664555400439921,-0.4139682393450017,0.294,0.12437879944634064,0.12306515715240093,0.12513805823599763,0.4366304925617566,-0.15699100640363206,0.42799999999999994,-0.033217274518006434,-0.03382106294170231,-0.03327226548217001,0.1650450199596253,-0.21556182079955474,0.722,-0.02772133456634096,-0.04558516634198681,-0.04774931915375182,0.3346320159476171,-0.46259131439481993,0.84,-0.005495939951665474,0.005603403930533629,0.014477053671581802,0.44120733108194393,-0.354389309428992,0.976,0.9759999999999999,KT
